ID,Pred
2025_3293.0_3376.0,0.05441078725499071
2025_3193.0_3376.0,0.08573139828470844
2025_3251.0_3376.0,0.13181572290668608
2025_3195.0_3376.0,0.34477500196371
2025_3117.0_3376.0,0.056123578065818136
2025_3376.0_3422.0,0.9685175979583381
2025_3181.0_3314.0,0.6434548386399712
2025_3181.0_3268.0,0.3444981710429575
2025_3104.0_3181.0,0.19477198608808843
2025_3181.0_3452.0,0.6206794190643067
2025_3181.0_3435.0,0.8037348964744496
2025_3181.0_3428.0,0.776771035706479
2025_3181.0_3231.0,0.7323161434570395
2025_3181.0_3332.0,0.6530459756712643
2025_3162.0_3181.0,0.11289596395764934
2025_3181.0_3449.0,0.8226304256044904
2025_3181.0_3453.0,0.5417493036282761
2025_3181.0_3313.0,0.8938987671085622
2025_3181.0_3333.0,0.6682824550036236
2025_3181.0_3250.0,0.8383317246516692
2025_3181.0_3399.0,0.8465501703723192
2025_3181.0_3400.0,0.5152521128065063
2025_3181.0_3395.0,0.759850271379069
2025_3181.0_3323.0,0.3142110456470263
2025_3181.0_3326.0,0.5007739862549616
2025_3181.0_3397.0,0.4940512900726153
2025_3181.0_3276.0,0.6428889954560074
2025_3181.0_3257.0,0.510155988428825
2025_3181.0_3228.0,0.8617355690128825
2025_3166.0_3181.0,0.28804591256253875
2025_3181.0_3304.0,0.7011120298606016
2025_3181.0_3235.0,0.6800009662320149
2025_3181.0_3343.0,0.43860041956818296
2025_3181.0_3378.0,0.7198843615854353
2025_3181.0_3286.0,0.8029141207684369
2025_3181.0_3372.0,0.6904879915201756
2025_3181.0_3192.0,0.9166491285883444
2025_3181.0_3219.0,0.8229313256823476
2025_3181.0_3456.0,0.8871014073030057
2025_3181.0_3417.0,0.6426787522711116
2025_3181.0_3301.0,0.6570514099923359
2025_3181.0_3261.0,0.6402916204994166
2025_3124.0_3181.0,0.8381241536602694
2025_3181.0_3279.0,0.8208743396165711
2025_3181.0_3199.0,0.534798394280532
2025_3181.0_3277.0,0.6236443665789924
2025_3181.0_3350.0,0.8258824328213814
2025_3181.0_3210.0,0.7347807353078483
2025_3181.0_3217.0,0.76202108800676
2025_3181.0_3206.0,0.8925646199395882
2025_3123.0_3181.0,0.19176273514027842
2025_3181.0_3213.0,0.8259037817198724
2025_3181.0_3361.0,0.8424513881224632
2025_3181.0_3436.0,0.9146132394255032
2025_3181.0_3380.0,0.9082653944419359
2025_3181.0_3471.0,0.9186613182751993
2025_3181.0_3425.0,0.7542958185043899
2025_3163.0_3181.0,0.9194619953343351
2025_3181.0_3328.0,0.7417105912900773
2025_3181.0_3246.0,0.5982031549447981
2025_3181.0_3243.0,0.7725005906641034
2025_3181.0_3234.0,0.5380522431606554
2025_3181.0_3329.0,0.6886566452342244
2025_3143.0_3181.0,0.23408236647986158
2025_3181.0_3280.0,0.5033421911539931
2025_3181.0_3355.0,0.555998400749591
2025_3181.0_3293.0,0.8750795719739936
2025_3181.0_3193.0,0.8112721167466614
2025_3181.0_3251.0,0.7263915525755389
2025_3181.0_3195.0,0.43376130992236606
2025_3117.0_3181.0,0.12855103801057077
2025_3181.0_3422.0,0.9253754483785757
2025_3268.0_3314.0,0.7743799070413779
2025_3104.0_3314.0,0.30377232945729016
2025_3314.0_3452.0,0.47565309797209304
2025_3314.0_3435.0,0.6942162742202193
2025_3314.0_3428.0,0.6585973878670687
2025_3231.0_3314.0,0.3973526636402468
2025_3314.0_3332.0,0.510637784551984
2025_3162.0_3314.0,0.18669987064419846
2025_3314.0_3449.0,0.7199822971028609
2025_3314.0_3453.0,0.39591610648290343
2025_3313.0_3314.0,0.1763462025237471
2025_3314.0_3333.0,0.5276042491995576
2025_3250.0_3314.0,0.25808041763222933
2025_3314.0_3399.0,0.7535986274807621
2025_3314.0_3400.0,0.3707804082824143
2025_3314.0_3395.0,0.6369061811675849
2025_3314.0_3323.0,0.20255478379889166
2025_3314.0_3326.0,0.35736901748059285
2025_3314.0_3397.0,0.35121708537352925
2025_3276.0_3314.0,0.5004930732359085
2025_3257.0_3314.0,0.633965780731762
2025_3228.0_3314.0,0.22445639651326565
2025_3166.0_3314.0,0.42189578116566384
2025_3304.0_3314.0,0.4346998170348645
2025_3235.0_3314.0,0.45912180862826646
2025_3314.0_3343.0,0.30222143756523845
2025_3314.0_3378.0,0.5875849002782464
2025_3286.0_3314.0,0.3068876272943576
2025_3314.0_3372.0,0.5529269753765602
2025_3192.0_3314.0,0.1409080985383332
2025_3219.0_3314.0,0.279601851985428
2025_3314.0_3456.0,0.8132961438029626
2025_3314.0_3417.0,0.4992780164996021
2025_3301.0_3314.0,0.4849335586835053
2025_3261.0_3314.0,0.5033168547520092
2025_3124.0_3314.0,0.9032819136203118
2025_3279.0_3314.0,0.28244114690127453
2025_3199.0_3314.0,0.6107530494469819
2025_3277.0_3314.0,0.5212002682228564
2025_3314.0_3350.0,0.7244859989723363
2025_3210.0_3314.0,0.39433707440094024
2025_3217.0_3314.0,0.36033868314206285
2025_3206.0_3314.0,0.17838736165240476
2025_3123.0_3314.0,0.29970582014272373
2025_3213.0_3314.0,0.2754843667147947
2025_3314.0_3361.0,0.7477568219906151
2025_3314.0_3436.0,0.8558711970522733
2025_3314.0_3380.0,0.8458921565525104
2025_3314.0_3471.0,0.862284836239888
2025_3314.0_3425.0,0.6298931905921128
2025_3163.0_3314.0,0.9536889610902348
2025_3314.0_3328.0,0.6141950779906312
2025_3246.0_3314.0,0.5478317519570495
2025_3243.0_3314.0,0.34692407664907365
2025_3234.0_3314.0,0.6076378599769501
2025_3314.0_3329.0,0.5508111907973987
2025_3143.0_3314.0,0.355373004777672
2025_3280.0_3314.0,0.640268277388238
2025_3314.0_3355.0,0.4097593150507289
2025_3293.0_3314.0,0.20477062157693526
2025_3193.0_3314.0,0.2955874154652136
2025_3251.0_3314.0,0.4045617176962094
2025_3195.0_3314.0,0.7019119371127076
2025_3117.0_3314.0,0.2101645903227799
2025_3314.0_3422.0,0.8730092924342733
2025_3104.0_3268.0,0.11272903038064186
2025_3268.0_3452.0,0.7569997670029721
2025_3268.0_3435.0,0.8863179979503772
2025_3268.0_3428.0,0.8688484483479249
2025_3231.0_3268.0,0.1610720289611055
2025_3268.0_3332.0,0.7818231843426741
2025_3162.0_3268.0,0.06265763376586186
2025_3268.0_3449.0,0.8982691396305712
2025_3268.0_3453.0,0.6923767628812179
2025_3268.0_3313.0,0.9413134933754596
2025_3268.0_3333.0,0.7931953026928621
2025_3250.0_3268.0,0.09197669140390474
2025_3268.0_3399.0,0.9130663473292072
2025_3268.0_3400.0,0.6692721441653882
2025_3268.0_3395.0,0.857627908619538
2025_3268.0_3323.0,0.4658936672568311
2025_3268.0_3326.0,0.6563258646970853
2025_3268.0_3397.0,0.6502348266154857
2025_3268.0_3276.0,0.7741322264901475
2025_3257.0_3268.0,0.3352583416672369
2025_3228.0_3268.0,0.07772632695930648
2025_3166.0_3268.0,0.1752652794456243
2025_3268.0_3304.0,0.8170468612082614
2025_3235.0_3268.0,0.1981902744376165
2025_3268.0_3343.0,0.5979722931944641
2025_3268.0_3378.0,0.8303000992910837
2025_3268.0_3286.0,0.8857935087906759
2025_3268.0_3372.0,0.8094236001694552
2025_3192.0_3268.0,0.045584418366092394
2025_3219.0_3268.0,0.10154243912534
2025_3268.0_3456.0,0.9373408246495369
2025_3268.0_3417.0,0.7739720848325238
2025_3268.0_3301.0,0.7848317778372087
2025_3261.0_3268.0,0.22784889070619063
2025_3124.0_3268.0,0.7311507890066894
2025_3268.0_3279.0,0.8971683188470425
2025_3199.0_3268.0,0.3136120013463696
2025_3268.0_3277.0,0.7593123682915774
2025_3268.0_3350.0,0.9003024106886789
2025_3210.0_3268.0,0.15937539837710213
2025_3217.0_3268.0,0.1409212099889785
2025_3206.0_3268.0,0.05946410845140371
2025_3123.0_3268.0,0.1108129136575583
2025_3213.0_3268.0,0.09968426382937146
2025_3268.0_3361.0,0.9105565512471099
2025_3268.0_3436.0,0.9532551165842725
2025_3268.0_3380.0,0.9496217623024035
2025_3268.0_3471.0,0.9555602451349294
2025_3268.0_3425.0,0.8539001358345766
2025_3163.0_3268.0,0.8570733564049996
2025_3268.0_3328.0,0.8453708802455953
2025_3246.0_3268.0,0.26079293158203554
2025_3243.0_3268.0,0.13396431370244244
2025_3234.0_3268.0,0.31080224763243525
2025_3268.0_3329.0,0.8081004026819293
2025_3143.0_3268.0,0.13832536423385866
2025_3268.0_3280.0,0.658639333453619
2025_3268.0_3355.0,0.7044969386700384
2025_3268.0_3293.0,0.9302480178716739
2025_3193.0_3268.0,0.10888658630807746
2025_3251.0_3268.0,0.16516919904983873
2025_3195.0_3268.0,0.4067671112557242
2025_3117.0_3268.0,0.07191097082923847
2025_3268.0_3422.0,0.9593632719971857
2025_3104.0_3452.0,0.28362156816335327
2025_3104.0_3435.0,0.4977006266333882
2025_3104.0_3428.0,0.4570925221498064
2025_3104.0_3231.0,0.39829003756586034
2025_3104.0_3332.0,0.3129109046970496
2025_3104.0_3162.0,0.6553171991204728
2025_3104.0_3449.0,0.5287858249949294
2025_3104.0_3453.0,0.22242091090756347
2025_3104.0_3313.0,0.6708866861632357
2025_3104.0_3333.0,0.32770715315903065
2025_3104.0_3250.0,0.5564746342229063
2025_3104.0_3399.0,0.5717011203225665
2025_3104.0_3400.0,0.20456988454305416
2025_3104.0_3395.0,0.4336088827287191
2025_3104.0_3323.0,0.09979487886892169
2025_3104.0_3326.0,0.19530438768902325
2025_3104.0_3397.0,0.19111263857365612
2025_3104.0_3276.0,0.3034177464641572
2025_3104.0_3257.0,0.20127072180257494
2025_3104.0_3228.0,0.6012748246242373
2025_3104.0_3166.0,0.3742311992742095
2025_3104.0_3304.0,0.36206749054658094
2025_3104.0_3235.0,0.3395669817697893
2025_3104.0_3343.0,0.15897895452923513
2025_3104.0_3378.0,0.38340686397357204
2025_3104.0_3286.0,0.4964019279337475
2025_3104.0_3372.0,0.35055534192187565
2025_3104.0_3192.0,0.7268432383663531
2025_3104.0_3219.0,0.5292999867995896
2025_3104.0_3456.0,0.6553112703711015
2025_3104.0_3417.0,0.30322425531863195
2025_3104.0_3301.0,0.31673463226625564
2025_3104.0_3261.0,0.3010357338669505
2025_3104.0_3124.0,0.04464514368267998
2025_3104.0_3279.0,0.5257975067760859
2025_3104.0_3199.0,0.21762142610108326
2025_3104.0_3277.0,0.28619120879130705
2025_3104.0_3350.0,0.5343759224144442
2025_3104.0_3210.0,0.40131582597515714
2025_3104.0_3217.0,0.4365419122170533
2025_3104.0_3206.0,0.6677904839406175
2025_3104.0_3123.0,0.5048988628977727
2025_3104.0_3213.0,0.5344128640194621
2025_3104.0_3361.0,0.564041598478231
2025_3104.0_3436.0,0.7215793995339297
2025_3104.0_3380.0,0.7055017532163879
2025_3104.0_3471.0,0.7320983838986487
2025_3104.0_3425.0,0.4262067939757929
2025_3104.0_3163.0,0.020753667309353355
2025_3104.0_3328.0,0.40996204210740794
2025_3104.0_3246.0,0.2648293665007892
2025_3104.0_3243.0,0.45102859916198934
2025_3104.0_3234.0,0.219857519813207
2025_3104.0_3329.0,0.3486101057022363
2025_3104.0_3143.0,0.44186434004853214
2025_3104.0_3280.0,0.19692395615630015
2025_3104.0_3355.0,0.2325329744611021
2025_3104.0_3293.0,0.6289318427669279
2025_3104.0_3193.0,0.5098228849068049
2025_3104.0_3251.0,0.3911193320904181
2025_3104.0_3195.0,0.15636564547806145
2025_3104.0_3117.0,0.6212437275803543
2025_3104.0_3422.0,0.7500219303606985
2025_3435.0_3452.0,0.2852737089364775
2025_3428.0_3452.0,0.31960339647315583
2025_3231.0_3452.0,0.3740097206582559
2025_3332.0_3452.0,0.46478275038728334
2025_3162.0_3452.0,0.17219601661765116
2025_3449.0_3452.0,0.260587186072225
2025_3452.0_3453.0,0.41970959058584434
2025_3313.0_3452.0,0.162485983694458
2025_3333.0_3452.0,0.4479209514735578
2025_3250.0_3452.0,0.23966541915891437
2025_3399.0_3452.0,0.2285629895030189
2025_3400.0_3452.0,0.6059513269366363
2025_3395.0_3452.0,0.3406259115221254
2025_3323.0_3452.0,0.7810605837239648
2025_3326.0_3452.0,0.6196956610614858
2025_3397.0_3452.0,0.6260126427194104
2025_3276.0_3452.0,0.47587554847307356
2025_3257.0_3452.0,0.610811136492313
2025_3228.0_3452.0,0.20776872035495308
2025_3166.0_3452.0,0.3980633778027216
2025_3304.0_3452.0,0.41065791611437186
2025_3235.0_3452.0,0.4347680195875213
2025_3343.0_3452.0,0.6766014061772107
2025_3378.0_3452.0,0.38875810559938884
2025_3286.0_3452.0,0.2863341071807396
2025_3372.0_3452.0,0.4228586912397748
2025_3192.0_3452.0,0.12939562376556324
2025_3219.0_3452.0,0.260189763093262
2025_3452.0_3456.0,0.8278002418931937
2025_3417.0_3452.0,0.47610393121442374
2025_3301.0_3452.0,0.4603759883265288
2025_3261.0_3452.0,0.4786935426546389
2025_3124.0_3452.0,0.8943238940407029
2025_3279.0_3452.0,0.2629038719956701
2025_3199.0_3452.0,0.5870864032024068
2025_3277.0_3452.0,0.4965767687461503
2025_3350.0_3452.0,0.25628475532730066
2025_3210.0_3452.0,0.3710622082122861
2025_3217.0_3452.0,0.3379507993558336
2025_3206.0_3452.0,0.16439873555487927
2025_3123.0_3452.0,0.27943937418390874
2025_3213.0_3452.0,0.2562564577399846
2025_3361.0_3452.0,0.2341132586674619
2025_3436.0_3452.0,0.1323937420749497
2025_3380.0_3452.0,0.14169479702754595
2025_3452.0_3471.0,0.8735748317009775
2025_3425.0_3452.0,0.34744167486625677
2025_3163.0_3452.0,0.9491367458414479
2025_3328.0_3452.0,0.36273204584405405
2025_3246.0_3452.0,0.5233252551150829
2025_3243.0_3452.0,0.3249462529856566
2025_3234.0_3452.0,0.5839108444895269
2025_3329.0_3452.0,0.42494795197204616
2025_3143.0_3452.0,0.33313296417519067
2025_3280.0_3452.0,0.6172716296756154
2025_3355.0_3452.0,0.5662126698434808
2025_3293.0_3452.0,0.1891894931347584
2025_3193.0_3452.0,0.2754899045695881
2025_3251.0_3452.0,0.38106305863377166
2025_3195.0_3452.0,0.6808919585890925
2025_3117.0_3452.0,0.1942732988711663
2025_3422.0_3452.0,0.11646116566555897
2025_3428.0_3435.0,0.540638575896039
2025_3231.0_3435.0,0.5995176321341851
2025_3332.0_3435.0,0.6851207901612133
2025_3162.0_3435.0,0.3426213614194058
2025_3435.0_3449.0,0.5310624911891227
2025_3435.0_3453.0,0.2240055807580008
2025_3313.0_3435.0,0.3270985120647386
2025_3333.0_3435.0,0.670276133092673
2025_3250.0_3435.0,0.44127084010761053
2025_3399.0_3435.0,0.42606249282938913
2025_3400.0_3435.0,0.7939389241036949
2025_3395.0_3435.0,0.5641452005405767
2025_3323.0_3435.0,0.8993810654120598
2025_3326.0_3435.0,0.8032552552762688
2025_3397.0_3435.0,0.8074705218891132
2025_3276.0_3435.0,0.6946471250617188
2025_3257.0_3435.0,0.7972560060246574
2025_3228.0_3435.0,0.3965361019162812
2025_3166.0_3435.0,0.6236260639105431
2025_3304.0_3435.0,0.6358188863945509
2025_3235.0_3435.0,0.6583804058971423
2025_3343.0_3435.0,0.8397952510696716
2025_3378.0_3435.0,0.6144302330272174
2025_3286.0_3435.0,0.501313277019271
2025_3372.0_3435.0,0.6473610896701287
2025_3192.0_3435.0,0.2713459690328117
2025_3219.0_3435.0,0.46842363057997527
2025_3435.0_3456.0,0.6573727267502889
2025_3417.0_3435.0,0.6948413096402044
2025_3301.0_3435.0,0.6812841672247406
2025_3261.0_3435.0,0.6970377222102814
2025_3124.0_3435.0,0.9549634160118765
2025_3279.0_3435.0,0.4719242744755995
2025_3199.0_3435.0,0.780818459997998
2025_3277.0_3435.0,0.7119380956988288
2025_3350.0_3435.0,0.46335075358159017
2025_3210.0_3435.0,0.5964863577542052
2025_3217.0_3435.0,0.5612087485346177
2025_3206.0_3435.0,0.3301850883908575
2025_3123.0_3435.0,0.49281662048678465
2025_3213.0_3435.0,0.4633138359611868
2025_3361.0_3435.0,0.4337123613623326
2025_3435.0_3436.0,0.7234118082264652
2025_3380.0_3435.0,0.292602931986751
2025_3435.0_3471.0,0.7338870940343216
2025_3425.0_3435.0,0.5715566271659693
2025_3163.0_3435.0,0.9790597769397582
2025_3328.0_3435.0,0.5878253901786459
2025_3246.0_3435.0,0.7333874165722196
2025_3243.0_3435.0,0.5467074673222558
2025_3234.0_3435.0,0.7785708728088894
2025_3329.0_3435.0,0.6493116445034788
2025_3143.0_3435.0,0.5558805122817227
2025_3280.0_3435.0,0.8016266870811111
2025_3355.0_3435.0,0.7658320071463065
2025_3293.0_3435.0,0.3689377566684613
2025_3193.0_3435.0,0.4878933637313404
2025_3251.0_3435.0,0.6067020087230584
2025_3195.0_3435.0,0.8424249345473808
2025_3117.0_3435.0,0.3766081633504629
2025_3422.0_3435.0,0.2482684477358601
2025_3231.0_3428.0,0.5599239061743251
2025_3332.0_3428.0,0.6490357991450786
2025_3162.0_3428.0,0.30698842955948324
2025_3428.0_3449.0,0.5712646084837267
2025_3428.0_3453.0,0.2535302482230736
2025_3313.0_3428.0,0.2923619880560272
2025_3333.0_3428.0,0.6334002381230657
2025_3250.0_3428.0,0.40164672884487007
2025_3399.0_3428.0,0.386858466221924
2025_3400.0_3428.0,0.7660663975030381
2025_3395.0_3428.0,0.5238319533350795
2025_3323.0_3428.0,0.8836814357314127
2025_3326.0_3428.0,0.7762878061807577
2025_3397.0_3428.0,0.7809232706073591
2025_3276.0_3428.0,0.6591106532673843
2025_3257.0_3428.0,0.7697020106439186
2025_3228.0_3428.0,0.35835259524256335
2025_3166.0_3428.0,0.58476498422063
2025_3304.0_3428.0,0.5974040037307023
2025_3235.0_3428.0,0.6209265150440454
2025_3343.0_3428.0,0.8166933164872643
2025_3378.0_3428.0,0.5752663363541045
2025_3286.0_3428.0,0.46074364040612903
2025_3372.0_3428.0,0.6094157974810179
2025_3192.0_3428.0,0.24041478741330014
2025_3219.0_3428.0,0.4282300438684735
2025_3428.0_3456.0,0.6930059863193356
2025_3417.0_3428.0,0.6593163533045692
2025_3301.0_3428.0,0.6449873299519971
2025_3261.0_3428.0,0.6616439489102299
2025_3124.0_3428.0,0.9474294047672465
2025_3279.0_3428.0,0.4316742363278713
2025_3199.0_3428.0,0.7517261894627948
2025_3277.0_3428.0,0.677479622790254
2025_3350.0_3428.0,0.42324587376193046
2025_3210.0_3428.0,0.5568144844059362
2025_3217.0_3428.0,0.5208545794319359
2025_3206.0_3428.0,0.29526461102480506
2025_3123.0_3428.0,0.452310928423043
2025_3213.0_3428.0,0.42320963159472924
2025_3361.0_3428.0,0.39428800520186724
2025_3428.0_3436.0,0.754739421202316
2025_3380.0_3428.0,0.2601136335244082
2025_3428.0_3471.0,0.7644146162062398
2025_3425.0_3428.0,0.5313594289300675
2025_3163.0_3428.0,0.9754531461996453
2025_3328.0_3428.0,0.5479473309664172
2025_3246.0_3428.0,0.7004150532256306
2025_3243.0_3428.0,0.5061931270402646
2025_3234.0_3428.0,0.7492760703711865
2025_3329.0_3428.0,0.6114502640233609
2025_3143.0_3428.0,0.5154594002875235
2025_3280.0_3428.0,0.7744986799623234
2025_3355.0_3428.0,0.7354245825372927
2025_3293.0_3428.0,0.33194993558323327
2025_3193.0_3428.0,0.44743534130328966
2025_3251.0_3428.0,0.5673059285167141
2025_3195.0_3428.0,0.8196207573306258
2025_3117.0_3428.0,0.3392647655014538
2025_3422.0_3428.0,0.2191766223838626
2025_3231.0_3332.0,0.4074761171301578
2025_3162.0_3231.0,0.25833673172105953
2025_3231.0_3449.0,0.6288782218361372
2025_3231.0_3453.0,0.30164491015843403
2025_3231.0_3313.0,0.7547918828856082
2025_3231.0_3333.0,0.4239846560622402
2025_3231.0_3250.0,0.6545280993920941
2025_3231.0_3399.0,0.6683943056149722
2025_3231.0_3400.0,0.27972285933816543
2025_3231.0_3395.0,0.5361852994627011
2025_3231.0_3323.0,0.14339557401669634
2025_3231.0_3326.0,0.2682011999652697
2025_3231.0_3397.0,0.26295615431830743
2025_3231.0_3276.0,0.3967707349181977
2025_3231.0_3257.0,0.2756316674514102
2025_3228.0_3231.0,0.3051449558322453
2025_3166.0_3231.0,0.5254705775728323
2025_3231.0_3304.0,0.4615099890741986
2025_3231.0_3235.0,0.437063614928823
2025_3231.0_3343.0,0.22205888497904694
2025_3231.0_3378.0,0.4842611919584866
2025_3231.0_3286.0,0.5981455296548673
2025_3231.0_3372.0,0.44906172603964595
2025_3192.0_3231.0,0.19927981840239306
2025_3219.0_3231.0,0.3706402796330932
2025_3231.0_3456.0,0.7416582392303971
2025_3231.0_3417.0,0.39655160238285153
2025_3231.0_3301.0,0.41176289921659603
2025_3231.0_3261.0,0.39407044827716126
2025_3124.0_3231.0,0.9340849563768134
2025_3231.0_3279.0,0.6260758011372759
2025_3199.0_3231.0,0.7042138078566691
2025_3231.0_3277.0,0.37711344158442944
2025_3231.0_3350.0,0.6341025456245571
2025_3210.0_3231.0,0.49696225681513906
2025_3217.0_3231.0,0.4608483017418089
2025_3206.0_3231.0,0.24780652928879965
2025_3123.0_3231.0,0.39371265687126467
2025_3213.0_3231.0,0.36586300781180714
2025_3231.0_3361.0,0.6614399643725484
2025_3231.0_3436.0,0.7964813570965126
2025_3231.0_3380.0,0.7834308355863768
2025_3231.0_3471.0,0.804935474239342
2025_3231.0_3425.0,0.5286665804819886
2025_3163.0_3231.0,0.9689893715976612
2025_3231.0_3328.0,0.5120012738719584
2025_3231.0_3246.0,0.35231465996035255
2025_3231.0_3243.0,0.553697371614839
2025_3231.0_3234.0,0.2985189945657365
2025_3231.0_3329.0,0.4469460543354357
2025_3143.0_3231.0,0.4554838172623782
2025_3231.0_3280.0,0.2702222727901211
2025_3231.0_3355.0,0.31390475188400174
2025_3231.0_3293.0,0.7190539531923967
2025_3193.0_3231.0,0.38902006199503014
2025_3231.0_3251.0,0.49238234505791967
2025_3195.0_3231.0,0.7813217239451423
2025_3117.0_3231.0,0.2876208475277775
2025_3231.0_3422.0,0.8191894927941771
2025_3162.0_3332.0,0.19334810413506698
2025_3332.0_3449.0,0.7111911025524091
2025_3332.0_3453.0,0.3856324648782786
2025_3313.0_3332.0,0.18270857574790944
2025_3332.0_3333.0,0.5168265298795887
2025_3250.0_3332.0,0.2664377583793851
2025_3332.0_3399.0,0.7454897472575017
2025_3332.0_3400.0,0.36075974664621474
2025_3332.0_3395.0,0.6268585314889575
2025_3323.0_3332.0,0.8043332301897231
2025_3326.0_3332.0,0.6524893690642977
2025_3332.0_3397.0,0.3414382384142164
2025_3276.0_3332.0,0.5112906136805184
2025_3257.0_3332.0,0.6439307591692496
2025_3228.0_3332.0,0.2320654785315579
2025_3166.0_3332.0,0.4324657413859345
2025_3304.0_3332.0,0.44534344522267444
2025_3235.0_3332.0,0.4698663863668108
2025_3332.0_3343.0,0.2931902828368535
2025_3332.0_3378.0,0.5770786996458279
2025_3286.0_3332.0,0.3161519795854647
2025_3332.0_3372.0,0.5422257214488071
2025_3192.0_3332.0,0.14621888192694976
2025_3219.0_3332.0,0.2883852202314532
2025_3332.0_3456.0,0.8066478021300478
2025_3332.0_3417.0,0.4884805948185337
2025_3301.0_3332.0,0.49572855999535304
2025_3261.0_3332.0,0.514112613891412
2025_3124.0_3332.0,0.9069906503880488
2025_3279.0_3332.0,0.2912776449532607
2025_3199.0_3332.0,0.6209721541567679
2025_3277.0_3332.0,0.5319687764780334
2025_3332.0_3350.0,0.7157803820510646
2025_3210.0_3332.0,0.40469993433972673
2025_3217.0_3332.0,0.3703544251790546
2025_3206.0_3332.0,0.18480685406254715
2025_3123.0_3332.0,0.30884997542574877
2025_3213.0_3332.0,0.2841894145655828
2025_3332.0_3361.0,0.7395221425174014
2025_3332.0_3436.0,0.8504601558706438
2025_3332.0_3380.0,0.8401764315509804
2025_3332.0_3471.0,0.857074372712181
2025_3332.0_3425.0,0.6197673323199409
2025_3163.0_3332.0,0.9555598928237206
2025_3328.0_3332.0,0.3960901975494272
2025_3246.0_3332.0,0.5585086593955195
2025_3243.0_3332.0,0.3567749219140126
2025_3234.0_3332.0,0.6178875814913214
2025_3329.0_3332.0,0.45989858383250803
2025_3143.0_3332.0,0.36532955293058966
2025_3280.0_3332.0,0.6501563593280906
2025_3332.0_3355.0,0.39935381239296247
2025_3293.0_3332.0,0.2118946885063977
2025_3193.0_3332.0,0.3046605819077145
2025_3251.0_3332.0,0.4150091589793954
2025_3195.0_3332.0,0.7108707555984743
2025_3117.0_3332.0,0.2174250078903146
2025_3332.0_3422.0,0.8681425420751564
2025_3162.0_3449.0,0.3712090675878648
2025_3162.0_3453.0,0.13079839358371756
2025_3162.0_3313.0,0.5174663849379705
2025_3162.0_3333.0,0.20409767293951292
2025_3162.0_3250.0,0.3976090144223725
2025_3162.0_3399.0,0.41253173517491
2025_3162.0_3400.0,0.11917378906943765
2025_3162.0_3395.0,0.28711319911918043
2025_3162.0_3323.0,0.05510621907596027
2025_3162.0_3326.0,0.1132255378145292
2025_3162.0_3397.0,0.11055339598886581
2025_3162.0_3276.0,0.18642949236274642
